Number,CountyName,Year,beef,milk,steers,bulls,dairy_150,dairy_440,fin_cattle,hogs_fin,hogs_sow,hogs_boars,corng_y,corng_pa,corng_ha,soy_y,soy_pa,soy_ha,CN_lb/ac,CN,MN,FN,GN,NS
155,ALLAMAKEE,2019,19100,13100,8326,955,5394,5394,6414,180812,1602,32043,187.2,97500,83200.0,56.0,31750,31450.0,33.31033409,37.3,71.5,50.2,166.7,-7.7
156,APPANOOSE,1968,23300,2200,12059,1165,443,443,7658,168393,3962,79246,77.9,35700,34000.0,27.3,72500,32800.0,8.993453474,10.1,72.5,32.9,87.1,28.4
157,APPANOOSE,1969,24700,1900,13870,1235,314,314,8262,164059,3687,73747,83.0,32000,29000.0,27.4,66500,33000.0,2.881430861,3.2,77.9,33.5,91.5,23.1
158,APPANOOSE,1970,25800,1800,13870,1290,301,301,8262,166059,3650,72996,62.1,35500,33700.0,28.6,60500,31600.0,2.847004892,3.2,80.4,35.4,83.3,35.7
159,APPANOOSE,1971,27500,1600,12485,1375,276,276,7800,163726,3086,61715,83.3,36900,34800.0,29.0,54500,31800.0,5.386464451,6.0,80.6,34.8,91.8,29.6
160,APPANOOSE,1972,27900,1400,13237,1395,288,288,8051,162393,3172,63434,103.9,34900,33000.0,32.0,48500,36100.0,5.019226073,5.6,88.5,43.3,108.7,28.7
161,APPANOOSE,1973,29400,1500,12046,1470,349,349,5282,163059,3140,62810,91.8,34900,33100.0,28.0,42500,42100.0,17.90200524,20.1,93.1,29.0,97.4,44.8
162,APPANOOSE,1974,29000,1600,10749,1450,476,476,4883,161726,2719,54372,68.7,39000,35700.0,18.3,36500,36300.0,23.50408325,26.3,92.1,0.2,64.9,53.7
163,APPANOOSE,1975,30900,1200,7521,1545,406,406,3307,161259,2855,57090,73.3,41900,39200.0,28.4,32300,32300.0,18.07850906,20.3,91.5,24.0,85.0,50.8
164,APPANOOSE,1976,33800,1000,9589,1690,403,403,4096,28033,3150,62997,88.2,41800,40100.0,27.4,29500,29400.0,20.89751425,23.4,51.8,20.5,87.6,8.1
165,APPANOOSE,1977,34224,1016,9527,1711,365,365,4176,26467,3376,67528,60.6,46000,39400.0,30.7,34200,34100.0,9.719982533,10.9,47.0,28.8,85.4,1.3
166,APPANOOSE,1978,33300,1000,10592,1665,333,333,4597,28000,3562,71247,90.5,40000,37000.0,27.0,37700,37000.0,7.282640268,8.2,50.3,23.0,91.6,-10.1
167,APPANOOSE,1979,31500,900,10154,1575,248,248,4351,31333,3290,65810,116.2,39000,37000.0,33.7,40600,40100.0,13.41563582,15.0,47.4,42.7,116.7,-11.6
168,APPANOOSE,1980,31500,800,8712,1575,178,178,3904,31000,3273,65466,86.8,42000,38000.0,27.6,41100,41000.0,14.90643241,16.7,44.2,25.1,92.6,-6.6
169,APPANOOSE,1981,34000,800,8587,1700,151,151,3762,30401,3220,64403,107.6,44000,41300.0,31.4,34700,33500.0,15.41303742,17.3,46.9,31.4,104.5,-8.9
170,APPANOOSE,1982,32500,800,7082,1625,222,222,3261,28333,2790,55810,85.0,37000,34600.0,26.0,30200,29000.0,13.2123761,14.8,49.9,18.9,85.3,-1.7
171,APPANOOSE,1983,27300,800,7584,1365,277,277,3395,28333,2844,56872,19.1,28000,19500.0,20.0,30600,30600.0,13.28567261,14.9,55.6,5.0,58.1,17.4
172,APPANOOSE,1984,24100,500,6268,1205,142,142,2689,27333,2703,54060,89.3,36000,32000.0,23.5,31100,31100.0,9.773946762,11.0,43.8,13.2,83.4,-15.4
173,APPANOOSE,1985,22900,400,5516,1145,138,138,2505,27333,2578,51560,119.9,43000,42000.0,35.8,28400,27900.0,11.62539579,13.0,39.3,37.8,114.9,-24.8
174,APPANOOSE,1986,22000,400,5641,1100,115,115,2547,19333,2476,49529,124.2,36000,35400.0,37.6,29400,29200.0,11.86759647,13.3,38.8,47.1,123.6,-24.4
175,APPANOOSE,1987,23000,600,6205,1150,255,255,3068,14667,2609,52185,110.0,27000,26100.0,38.0,25800,25600.0,14.09186119,15.8,49.3,52.3,122.1,-4.7
176,APPANOOSE,1988,26000,700,6236,1300,233,233,3079,15667,2500,49997,50.4,32000,23500.0,23.4,26500,26100.0,13.9077172,15.6,45.9,12.7,70.7,3.5
177,APPANOOSE,1989,26000,700,5766,1300,239,239,2755,14333,2625,52497,83.0,34000,29600.0,28.0,26000,25900.0,15.97531683,17.9,44.5,22.9,89.0,-3.7
178,APPANOOSE,1990,22800,700,6142,1140,331,331,2941,13113,2500,49997,103.3,32000,30500.0,33.0,25400,25000.0,20.08062054,22.5,44.0,35.4,106.0,-4.1
179,APPANOOSE,1991,23123,611,6456,1156,259,259,3107,12139,2812,56247,90.4,33000,31900.0,31.0,27000,26900.0,23.83408223,26.7,44.0,31.1,97.4,4.4
180,APPANOOSE,1992,23491,584,5516,1175,246,246,2854,10770,2656,53122,117.5,34000,32900.0,37.5,25000,24900.0,25.31377729,28.4,42.5,44.2,119.1,-4.0
181,APPANOOSE,1993,23649,557,5578,1182,220,220,2935,9459,2656,53122,64.5,26000,21200.0,27.4,28000,27700.0,18.76658131,21.0,45.9,25.7,87.5,5.1
182,APPANOOSE,1994,23692,541,5766,1185,200,200,3059,8030,2344,46872,134.7,32000,30300.0,40.8,25000,24900.0,31.4767809,35.3,40.7,53.5,134.0,-4.5
183,APPANOOSE,1995,24515,492,5704,1226,177,177,3099,6549,2125,42498,68.1,9000,7700.0,30.1,38000,37600.0,21.93808977,24.6,46.8,51.9,116.1,7.2
184,APPANOOSE,1996,24214,462,5641,1211,152,152,3138,5115,1953,39061,118.6,27000,25800.0,36.6,29000,28900.0,32.23640633,36.1,37.1,51.5,124.7,0.0
185,APPANOOSE,1997,24493,400,6268,1225,103,103,3408,4130,48,956,125.8,28800,27900.0,42.1,33000,32700.0,31.00108324,34.8,20.4,68.9,140.7,-16.6
186,APPANOOSE,1998,23571,396,6268,1179,116,116,3156,3678,39,772,119.6,26200,24800.0,40.5,36000,35800.0,30.29088654,34.0,19.3,69.7,139.2,-16.2
187,APPANOOSE,1999,23955,380,6393,1198,110,110,3331,3146,30,594,113.6,30000,28100.0,35.2,37000,36800.0,32.93149804,36.9,18.0,50.7,122.3,-16.7
188,APPANOOSE,2000,24107,364,6894,1205,104,104,3498,2588,23,452,147.7,30000,28500.0,41.5,39500,39300.0,30.85530397,34.6,17.4,71.5,149.5,-26.0
189,APPANOOSE,2001,23200,325,6581,1160,105,105,3327,2079,16,325,110.1,17000,15900.0,41.2,33000,32700.0,31.28273802,35.1,22.9,82.0,146.0,-6.0
190,APPANOOSE,2002,22139,350,1651,1107,105,105,1811,1552,9,180,129.4,27000,25500.0,40.2,39000,38900.0,26.26235993,29.4,13.6,70.2,142.5,-29.3
191,APPANOOSE,2003,23000,300,1402,1150,88,88,1801,1611,8,157,125.7,32000,30000.0,31.2,36000,35800.0,27.89025128,31.3,13.3,37.2,115.5,-33.7
192,APPANOOSE,2004,21000,600,1319,1050,153,153,1606,1668,7,146,171.9,32000,31000.0,52.4,35500,35300.0,32.55878692,36.5,13.2,97.2,179.6,-32.7
193,APPANOOSE,2005,22500,546,1352,1125,148,148,1451,1722,7,134,150.0,31000,30000.0,44.2,38000,37700.0,32.39387722,36.3,13.3,77.4,155.2,-28.2
194,APPANOOSE,2006,23000,600,1423,1150,163,163,1141,1792,6,120,157.7,27000,26400.0,42.3,40000,39700.0,31.81737953,35.7,13.7,77.7,156.0,-28.9
195,APPANOOSE,2007,16697,341,2051,835,87,87,1455,1903,5,100,152.0,37500,36200.0,45.6,32500,32300.0,24.66344885,27.6,10.4,68.7,152.0,-45.3
196,APPANOOSE,2008,17800,300,1655,890,69,69,1353,2037,5,95,118.0,25500,24500.0,31.0,44500,43900.0,33.34609501,37.4,10.6,43.9,116.9,-25.0
197,APPANOOSE,2009,17100,300,1650,855,74,74,1380,2030,5,103,153.0,34500,33600.0,43.0,41000,40600.0,28.32993349,31.8,9.6,72.8,152.6,-38.4
198,APPANOOSE,2010,16500,300,1787,825,77,77,1455,2062,5,106,75.2,33000,31500.0,42.6,38600,37700.0,17.11250505,19.2,10.0,71.1,125.2,-24.9
199,APPANOOSE,2011,15900,300,1879,795,84,84,1515,2112,5,109,120.1,35700,33100.0,43.1,45500,44900.0,75.669187,84.8,8.7,75.4,144.5,24.4
200,APPANOOSE,2012,12355,295,2183,618,86,86,1646,3499,12,238,44.5,36500,29800.0,24.6,50100,49600.0,88.73176849,99.5,7.7,20.0,78.5,48.7
201,APPANOOSE,2013,12900,300,1637,645,85,85,1462,1833,5,108,109.1,33800,31100.0,29.5,45400,45200.0,85.6113298,96.0,7.7,35.0,108.2,30.5
202,APPANOOSE,2014,12200,300,1440,610,89,89,1394,1546,6,112,170.9,34100,32600.0,46.7,45400,45200.0,100.2691968,112.4,7.2,87.9,169.8,37.7
203,APPANOOSE,2015,13000,300,1286,650,99,99,1340,1237,6,114,154.3,35000,33400.0,48.2,35400,35100.0,30.16973456,33.8,8.3,81.5,162.0,-38.4
204,APPANOOSE,2016,14200,300,1158,710,115,115,1295,947,6,114,186.3,31100,30600.0,55.9,45600,45400.0,31.16123836,34.9,7.9,121.1,199.3,-35.4
205,APPANOOSE,2017,15546,169,1363,777,62,62,1361,648,6,111,170.0,29800,28000.0,50.7,46200,46000.0,31.42466163,35.2,8.1,106.8,183.3,-33.2
206,APPANOOSE,2018,15700,200,1080,785,77,77,1267,657,6,113,168.0,30050,28650.0,45.1,47200,46700.0,29.74813717,33.3,7.9,88.8,167.6,-37.6
207,APPANOOSE,2019,15400,200,1096,770,77,77,1272,669,6,117,166.8,30300,29300.0,42.0,47250,46650.0,29.93249711,33.6,7.8,78.3,158.7,-39.0
208,AUDUBON,1968,12600,4700,1588,630,10933,10933,1436,51888,14,290,78.5,85700,76000.0,31.8,52400,30000.0,42.1804565,47.3,25.7,27.9,80.4,20.5
209,AUDUBON,1969,14300,4400,1827,715,9736,9736,1516,43722,13,270,99.0,85000,78000.0,32.0,50400,27000.0,37.66553995,42.2,24.0,27.7,89.9,4.0
210,AUDUBON,1970,14900,4100,1827,745,9217,9217,1516,51055,13,267,74.9,91500,81300.0,31.0,48400,28900.0,41.22346286,46.2,24.0,23.9,75.9,18.2
211,AUDUBON,1971,15300,3500,1644,765,7614,7614,1455,49722,11,225,94.3,112000,101600.0,30.5,46400,26300.0,41.85012178,46.9,19.5,19.5,82.5,3.4
212,AUDUBON,1972,17000,3400,1743,850,6917,6917,1488,47722,12,231,109.2,102100,92600.0,34.0,44400,32200.0,43.59271263,48.9,20.5,25.9,97.8,-2.5
213,AUDUBON,1973,17900,3000,1586,895,5564,5564,14395,46388,11,230,103.1,105500,96900.0,31.0,42400,41900.0,52.55969366,58.9,26.0,19.8,93.6,11.1
214,AUDUBON,1974,17900,2700,1416,895,4475,4475,14339,45388,10,198,61.0,121400,108400.0,27.2,40400,40100.0,54.5500258,61.2,22.7,12.1,64.6,31.4
215,AUDUBON,1975,19000,2600,990,950,4048,4048,10730,41988,10,209,70.5,119800,108200.0,31.5,41300,41200.0,52.48274653,58.8,20.3,18.4,75.2,22.3
216,AUDUBON,1976,19550,2500,1263,978,3311,3311,11954,112133,11,230,77.7,128800,115800.0,28.2,36300,36200.0,72.43674829,81.2,30.8,11.9,72.8,51.1
217,AUDUBON,1977,20070,2286,1255,1004,3286,3286,13085,122633,12,247,62.5,126500,110700.0,33.3,41700,41500.0,60.91531843,68.3,32.1,20.2,72.7,47.9
218,AUDUBON,1978,19800,2000,1395,990,3248,3248,14798,131667,13,260,107.8,132000,122000.0,39.6,49200,49000.0,58.0105484,65.0,31.5,31.4,105.8,22.1
219,AUDUBON,1979,17500,1700,1337,875,2904,2904,13779,145000,12,240,120.2,132000,124000.0,37.5,54000,53900.0,63.66182378,71.4,31.3,30.3,111.0,22.0
220,AUDUBON,1980,18000,1600,1147,900,2953,2953,12382,166667,12,239,90.6,135000,128000.0,35.4,54000,53900.0,62.78388597,70.4,33.1,26.5,92.4,37.6
221,AUDUBON,1981,20700,1400,1131,1035,2361,2361,13577,160394,12,235,115.4,134000,127200.0,43.8,55600,55600.0,69.63429138,78.1,32.6,40.6,116.8,34.5
222,AUDUBON,1982,19400,1400,933,970,2029,2029,12111,146667,10,204,112.0,130000,123900.0,36.7,62000,61900.0,62.31038866,69.8,29.4,32.3,107.9,23.6
223,AUDUBON,1983,16300,1400,999,815,2254,2254,12600,146667,10,208,89.6,90000,85500.0,36.9,64200,64200.0,60.59196025,67.9,36.5,42.1,106.0,40.5
224,AUDUBON,1984,16600,1000,825,830,1271,1271,8642,137333,10,197,101.6,122000,117300.0,30.7,73800,73100.0,64.39551732,72.2,25.1,25.4,97.1,25.6
225,AUDUBON,1985,14000,800,726,700,1102,1102,8242,135000,9,189,130.6,128000,125800.0,39.8,68300,68000.0,69.45955933,77.9,24.0,40.6,122.9,19.6
226,AUDUBON,1986,13000,800,743,650,951,951,7581,126000,9,181,126.1,113000,110900.0,40.8,70800,70600.0,64.62539558,72.4,23.9,47.0,125.4,17.9
227,AUDUBON,1987,12000,600,817,600,785,785,8939,118000,10,190,133.5,95000,93500.0,44.8,68300,68000.0,66.71210714,74.8,25.8,60.1,138.4,22.3
228,AUDUBON,1988,13300,500,821,665,556,556,9274,127000,9,183,91.7,100000,98800.0,32.3,70700,70400.0,73.42634938,82.3,26.2,31.5,97.5,42.5
229,AUDUBON,1989,14100,500,759,705,513,513,9253,123000,10,191,132.0,109000,107600.0,40.9,72400,72200.0,66.85078092,74.9,24.2,48.9,129.2,18.8
230,AUDUBON,1990,13700,400,809,685,431,431,9186,130753,9,183,122.0,111000,109200.0,40.1,68600,68300.0,68.05639774,76.3,25.3,45.2,122.0,24.8
231,AUDUBON,1991,13063,352,850,653,379,379,9117,141791,10,206,132.0,109000,107900.0,44.9,73100,72500.0,66.37437379,74.4,26.3,57.9,136.1,22.5
232,AUDUBON,1992,12443,341,726,622,379,379,8992,148136,10,194,147.0,111000,109600.0,44.8,72000,71900.0,62.67641776,70.3,26.9,56.5,142.1,11.6
233,AUDUBON,1993,11711,329,735,586,375,375,8912,155206,10,194,80.6,102000,97400.0,34.7,76000,74800.0,56.54272058,63.4,28.4,38.0,98.6,31.2
234,AUDUBON,1994,10931,322,759,547,380,380,8836,160023,9,171,151.1,105000,103500.0,52.3,77000,76800.0,71.5519759,80.2,28.3,78.0,160.1,26.4
235,AUDUBON,1995,10500,297,751,525,367,367,8750,162900,8,155,118.2,98000,96700.0,45.5,84000,83600.0,59.71418724,66.9,28.6,68.1,137.8,25.8
236,AUDUBON,1996,9584,285,743,479,361,361,8664,165313,7,143,131.9,106000,105000.0,41.9,94000,93800.0,75.13132929,84.2,26.2,60.2,136.7,33.9
237,AUDUBON,1997,8916,252,825,446,312,312,8608,180037,583,11668,129.1,107900,106000.0,45.1,103200,102400.0,61.570121,69.0,27.6,71.1,144.0,23.7
238,AUDUBON,1998,8423,225,825,421,288,288,7942,205632,639,12781,137.1,116300,114200.0,43.3,101000,100300.0,64.50959519,72.3,29.5,63.0,141.2,23.6
239,AUDUBON,1999,8396,190,842,420,235,235,8981,228567,684,13670,131.6,104000,102600.0,39.4,102000,101800.0,63.36088521,71.0,34.4,56.7,133.4,28.7
240,AUDUBON,2000,8279,156,908,414,188,188,8969,249871,759,15178,136.2,105000,103100.0,40.0,100000,99800.0,63.64135805,71.3,37.3,57.4,135.9,30.1
241,AUDUBON,2001,7800,116,867,390,143,143,8456,273583,874,17471,129.1,103000,101300.0,39.9,101000,100400.0,53.41716766,59.9,40.3,58.0,133.5,24.7
242,AUDUBON,2002,9667,97,11751,483,26,26,10487,296036,982,19638,151.5,103000,101000.0,47.7,97000,96800.0,56.5193767,63.4,46.1,77.3,157.8,29.0
243,AUDUBON,2003,10000,200,11139,500,51,51,10380,317965,1069,21388,137.4,104000,101500.0,30.8,101000,100500.0,61.29075094,68.7,47.9,33.5,117.1,33.0
244,AUDUBON,2004,9000,146,11471,450,71,71,10157,339336,1237,24736,179.6,108000,106500.0,51.7,98500,98100.0,65.39194298,73.3,50.3,86.3,175.9,34.0
245,AUDUBON,2005,8000,142,12694,400,94,94,10565,360142,1401,28026,172.1,108000,107000.0,55.2,99500,99100.0,71.39618944,80.0,53.1,95.9,180.4,48.6
246,AUDUBON,2006,8500,158,14260,425,70,70,11753,382735,1574,31471,173.9,108000,107300.0,51.0,100000,99700.0,64.33091414,72.1,56.7,85.2,172.5,41.5
247,AUDUBON,2007,10690,253,21753,534,15,15,16019,411676,1654,33078,160.7,116500,115300.0,53.1,90000,89900.0,85.5635279,95.9,63.5,82.2,167.0,74.6
248,AUDUBON,2008,7876,371,16541,394,210,210,14133,407931,1595,31905,181.0,112000,109000.0,50.0,94000,93700.0,79.13442443,88.7,61.7,78.4,171.6,57.2
249,AUDUBON,2009,7581,282,15501,379,193,193,13637,396407,1578,31553,190.4,114500,112000.0,55.5,93000,92800.0,74.81494664,83.9,59.4,90.3,185.4,48.2
250,AUDUBON,2010,7376,197,15749,369,134,134,13571,390571,1483,29664,160.3,112500,111000.0,55.3,97000,96900.0,60.88024698,68.2,57.8,92.8,174.3,44.5
251,AUDUBON,2011,7119,104,15483,356,79,79,13333,388099,1369,27372,176.6,117500,116200.0,55.1,95400,94900.0,89.59044053,100.4,56.1,89.4,178.6,67.3
252,AUDUBON,2012,7955,4,16781,398,2,2,13617,383584,1068,21363,114.8,120500,118000.0,38.7,92500,92200.0,93.70041488,105.0,55.1,48.1,120.8,87.4
253,AUDUBON,2013,8300,8,13219,415,5,5,12328,387681,1212,24231,157.1,119000,116500.0,45.0,93800,93300.0,87.81420277,98.4,55.2,63.8,150.7,66.7
254,AUDUBON,2014,7900,8,12279,395,6,6,11914,398136,1262,25230,185.5,115000,112800.0,55.2,97400,96800.0,72.57740378,81.4,56.4,91.7,183.7,45.8
255,AUDUBON,2015,7700,9,11673,385,8,8,11611,402849,1287,25730,189.8,110000,108100.0,57.8,99600,99200.0,68.03032886,76.3,57.6,101.7,192.4,43.2
256,AUDUBON,2016,7500,9,11269,375,9,9,11375,413070,1287,25730,206.1,114000,112000.0,62.0,91400,91000.0,72.45138512,81.2,59.9,105.3,203.8,42.6
257,AUDUBON,2017,7030,7,14384,352,4,4,12312,420890,1249,24981,211.2,106000,105100.0,57.2,96800,96300.0,73.74350174,82.7,62.1,100.6,199.3,46.1
258,AUDUBON,2018,7100,9,11395,355,7,7,11315,424246,1274,25480,180.0,111500,109500.0,52.3,91600,90800.0,66.52475684,74.6,61.8,83.1,174.9,44.6
259,AUDUBON,2019,7000,9,11570,350,7,7,11374,428150,1311,26230,216.0,109500,108200.0,58.9,94000,93200.0,67.29845965,75.4,62.3,101.6,203.3,36.0
260,BENTON,1968,22200,5600,16759,1110,7084,7084,13103,423604,3243,64870,103.8,156700,150000.0,38.8,146000,69900.0,40.50327925,45.4,51.6,53.7,105.5,45.2
261,BENTON,1969,23000,5200,19276,1150,6027,6027,13942,406104,3018,60368,103.0,157000,146000.0,37.4,139400,72000.0,38.0435883,42.6,50.8,48.8,104.3,37.9
262,BENTON,1970,24900,5000,19276,1245,5065,5065,13942,416771,2988,59754,94.4,154200,146000.0,37.7,132800,76800.0,40.39414413,45.3,53.2,48.7,101.8,45.4
263,BENTON,1971,23600,4600,17351,1180,4997,4997,13301,409771,2526,50520,107.8,174200,165700.0,35.6,126200,75400.0,41.35492452,46.4,48.9,39.5,102.8,32.0
264,BENTON,1972,25300,4500,18397,1265,4797,4797,13649,406104,2596,51927,118.8,160000,152100.0,38.0,119600,84100.0,43.32563518,48.6,52.5,45.7,114.9,31.9
265,BENTON,1973,26300,4400,16742,1315,4589,4589,22481,403104,2571,51415,103.1,166600,157300.0,36.0,113000,112000.0,51.96030335,58.2,54.6,38.9,109.0,42.7
266,BENTON,1974,25200,4200,14939,1260,4279,4279,21646,395437,2225,44509,98.9,186200,173500.0,34.4,106400,106100.0,54.52034738,61.1,50.4,31.8,101.6,41.7
267,BENTON,1975,24800,4100,10453,1240,4427,4427,18784,393537,2337,46734,92.2,185600,173500.0,35.7,97600,97300.0,51.37800932,57.6,50.9,32.6,99.0,42.1
268,BENTON,1976,25300,3600,13327,1265,4061,4061,19659,155967,2578,51569,92.3,189000,176600.0,31.9,93300,93300.0,67.63263021,75.8,30.2,24.4,92.2,38.2
269,BENTON,1977,24380,3454,13240,1219,3915,3915,19547,159967,2764,55277,83.6,187300,172100.0,35.1,100100,99500.0,61.40265169,68.8,30.0,31.8,94.6,36.0
270,BENTON,1978,22500,3200,14721,1125,3764,3764,19740,153333,2916,58322,120.5,194000,185000.0,40.3,110300,110000.0,57.1052638,64.0,27.8,43.3,120.6,14.5
271,BENTON,1979,20000,3000,14111,1000,3710,3710,19370,166667,2694,53870,134.1,181000,173000.0,41.5,115500,115400.0,63.8416626,71.6,28.9,49.0,131.1,18.4
272,BENTON,1980,21100,3000,12108,1055,3282,3282,17703,176667,2679,53590,105.7,187000,175000.0,41.3,114500,114400.0,62.49998267,70.1,28.6,47.4,117.6,28.5
273,BENTON,1981,21700,3000,11933,1085,3491,3491,18178,175660,2636,52720,126.1,187000,180700.0,42.4,117000,116900.0,67.34459585,75.5,28.5,50.3,128.4,25.9
274,BENTON,1982,20600,3000,9843,1030,3033,3033,16081,166667,2284,45685,125.1,187000,181300.0,39.7,129000,128500.0,60.06150376,67.3,25.3,47.4,125.1,14.9
275,BENTON,1983,17300,2900,10540,865,3187,3187,15580,170000,2328,46555,90.8,129000,122100.0,38.6,127000,127000.0,59.9525358,67.2,31.2,54.7,117.7,35.4
276,BENTON,1984,16100,2800,8711,805,3451,3451,13104,165333,2213,44252,121.2,196000,190000.0,34.2,126000,125600.0,62.65423151,70.2,23.5,33.8,112.6,14.9
277,BENTON,1985,14000,2800,7665,700,4153,4153,13222,165000,2110,42207,113.1,202000,198300.0,38.2,127000,126300.0,67.67199017,75.9,22.8,41.7,115.1,25.3
278,BENTON,1986,13500,2800,7839,675,4053,4053,12613,148000,2027,40544,134.3,180000,177000.0,43.9,130000,129300.0,58.75140046,65.9,22.5,58.2,137.2,9.4
279,BENTON,1987,14000,2700,8623,700,3393,3393,16041,148333,2136,42718,138.0,156000,152500.0,47.8,123000,122400.0,63.83040112,71.6,26.0,70.5,148.3,19.8
280,BENTON,1988,14000,2500,8667,700,3646,3646,16556,154000,2046,40928,57.4,165000,156000.0,24.2,131000,130300.0,68.4672115,76.8,24.9,14.3,70.6,45.4
281,BENTON,1989,14600,2700,8014,730,3664,3664,17171,163000,2149,42973,107.3,180000,175400.0,40.3,132000,131800.0,62.27150529,69.8,24.8,50.5,119.8,25.3
282,BENTON,1990,12600,2700,8536,630,4018,4018,16645,155912,2046,40928,120.5,180000,175200.0,45.4,128000,126000.0,64.10307333,71.9,24.2,61.1,133.7,23.5
283,BENTON,1991,12402,2421,8972,620,3337,3337,16090,152453,2302,46044,93.2,183000,179200.0,44.6,134000,133500.0,61.41803083,68.8,23.1,60.3,121.5,30.7
284,BENTON,1992,12227,2387,7665,611,3197,3197,14955,143320,2174,43486,140.9,185000,180900.0,44.3,135000,134600.0,60.83455084,68.2,21.6,59.5,141.2,8.1
285,BENTON,1993,11940,2354,7752,597,2914,2914,14283,135041,2174,43486,84.8,174000,165900.0,35.8,140000,139000.0,54.78239837,61.4,21.1,42.4,104.4,20.5
286,BENTON,1994,11600,2368,8014,580,2665,2665,13671,124856,1918,38370,143.7,186000,181400.0,51.5,141000,140600.0,68.02901478,76.3,18.9,77.6,156.7,16.1
287,BENTON,1995,11636,2246,7927,582,2382,2382,12942,113600,1739,34789,117.8,182000,175900.0,44.7,145000,144300.0,57.71942351,64.7,17.5,63.5,134.6,11.1
288,BENTON,1996,11139,2215,7839,557,2052,2052,12212,102756,1599,31974,135.8,189000,184700.0,46.4,154000,153600.0,67.76826591,76.0,15.4,68.4,145.6,14.2
289,BENTON,1997,10915,2029,8711,546,1467,1467,11803,100084,600,12010,146.2,173600,171000.0,50.5,160100,158700.0,60.64948031,68.0,14.0,83.7,160.8,4.9
290,BENTON,1998,10567,2207,8711,528,1675,1675,12237,101562,515,10296,152.1,177800,176000.0,53.7,158400,157900.0,59.64439891,66.9,14.1,90.4,168.7,2.7
291,BENTON,1999,10807,2313,8885,540,1723,1723,13562,101460,430,8610,152.4,175000,173000.0,47.1,167000,166900.0,59.15238447,66.3,14.2,76.3,157.0,-0.2
292,BENTON,2000,10944,2416,9582,547,1745,1745,13761,100545,370,7409,148.7,178000,175200.0,43.7,166000,165700.0,59.2952529,66.5,14.1,66.5,148.0,-0.9
293,BENTON,2001,10600,2600,9146,530,1972,1972,11415,100900,324,6490,160.2,174000,171200.0,50.6,169000,168100.0,50.03476605,56.1,13.7,86.3,167.8,-11.7
294,BENTON,2002,9551,5302,12032,478,1622,1622,10263,100652,269,5375,177.8,176000,171000.0,50.4,164000,163700.0,52.26503164,58.6,14.8,83.9,173.4,-16.1
295,BENTON,2003,9500,6000,11616,475,1724,1724,10205,96764,222,4447,168.0,179000,173500.0,29.6,165000,164400.0,61.98847954,69.5,14.7,29.5,125.9,-12.2
296,BENTON,2004,9000,4300,12122,450,1718,1718,9707,92763,193,3865,171.8,183000,179000.0,50.1,161000,160300.0,59.26130846,66.4,13.3,80.7,169.0,-8.6
297,BENTON,2005,8000,4000,13555,400,1841,1841,10185,88684,161,3213,170.0,185000,180500.0,53.6,160000,159100.0,67.39110648,75.5,12.9,88.7,175.0,2.1
298,BENTON,2006,8500,4500,15349,425,1251,1251,10783,85278,126,2530,171.4,183000,179900.0,52.6,161000,160100.0,62.04807397,69.6,13.0,87.0,173.8,-4.2
299,BENTON,2007,11979,4474,23570,599,1413,1413,22767,83681,85,1710,180.2,206000,201800.0,54.5,140500,140400.0,78.1584974,87.6,16.3,79.5,175.0,8.4
300,BENTON,2008,12800,4300,16881,640,2059,2059,18579,92402,81,1619,179.0,195500,187500.0,51.0,154500,153800.0,76.39907078,85.6,15.6,78.2,171.8,7.6
301,BENTON,2009,12300,4300,14746,615,2466,2466,15909,103518,90,1797,184.7,197500,192500.0,53.0,152500,151800.0,69.30771751,77.7,15.7,81.9,177.1,-1.8
302,BENTON,2010,11900,4300,13775,595,2579,2579,13627,116268,95,1910,179.0,197500,193500.0,52.7,151500,151100.0,64.30038045,72.1,16.1,80.9,173.9,-4.8
303,BENTON,2011,11400,4200,12225,570,2908,2908,11152,130490,101,2010,157.2,209000,205500.0,57.3,143000,142300.0,83.41112208,93.5,16.3,85.8,169.7,25.9
304,BENTON,2012,9214,3735,11650,461,2133,2133,9002,144087,91,1810,129.3,203500,198100.0,47.5,148000,147600.0,77.538902,86.9,16.2,66.7,142.2,27.6
305,BENTON,2013,9600,3700,9017,480,2393,2393,7787,163966,103,2053,163.7,196000,189700.0,46.6,153000,152200.0,69.89668127,78.4,17.5,67.3,156.6,6.6
306,BENTON,2014,9100,3600,8218,455,2427,2427,7183,187410,107,2138,185.4,194500,192700.0,52.7,161000,160300.0,61.74067276,69.2,18.6,84.4,178.0,-5.8
307,BENTON,2015,9800,3700,7653,490,2516,2516,6657,207087,109,2181,187.5,194000,190100.0,56.5,160500,159900.0,62.30360044,69.8,20.0,93.7,186.5,-3.0
308,BENTON,2016,10500,3400,7226,525,2305,2305,6177,230913,109,2181,199.9,206000,202000.0,61.1,154000,149000.0,66.3681695,74.4,21.1,99.2,196.8,-2.1
309,BENTON,2017,11916,4516,9000,596,1414,1414,6431,253003,106,2117,215.3,194000,190400.0,57.6,159500,158600.0,67.56258774,75.7,23.7,96.1,199.7,-4.2
310,BENTON,2018,12000,4400,7130,600,1659,1659,5808,256212,108,2159,214.6,191500,184900.0,61.0,154000,152500.0,60.94689024,68.3,24.2,103.1,205.8,-10.2
